Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Altona,11 Keeshan Court,3,h,683500.0,S,Greg,2016-11-07,13.8,3018,3,1,1,530.0,151.96764988779805,1964,Hobsons Bay,-37.8594,144.817,Western Metropolitan,5301
Altona,136 Queen Street,2,u,580000.0,S,Barlow,2016-10-08,13.8,3018,2,1,1,225.0,93.0,1988,Hobsons Bay,-37.8696,144.827,Western Metropolitan,5301
Altona,173 Queen Street,3,h,1335000.0,S,hockingstuart,2016-10-08,13.8,3018,3,1,4,777.0,22.0,1953,Hobsons Bay,-37.8697,144.8249,Western Metropolitan,5301
Altona,1/265 Queen Street,3,t,800000.0,SP,hockingstuart,2016-10-08,13.8,3018,3,2,2,280.0,151.96764988779805,1997,Hobsons Bay,-37.8734,144.8143,Western Metropolitan,5301
Altona,3/26 Grieve Parade,2,u,510000.0,S,Village,2016-09-10,13.8,3018,2,1,1,127.0,76.0,1990,Hobsons Bay,-37.8686,144.8182,Western Metropolitan,5301
Altona,261 Queen Street,4,h,1070000.0,S,Barlow,2016-09-10,13.8,3018,4,2,2,695.0,151.96764988779805,1964,Hobsons Bay,-37.8733,144.8147,Western Metropolitan,5301
Altona,4/5 Rose Street,2,u,425000.0,S,hockingstuart,2016-09-10,13.8,3018,2,1,2,115.0,57.0,1980,Hobsons Bay,-37.871,144.8185,Western Metropolitan,5301
Altona,1/60 David Street,3,u,605000.0,S,Jas,2016-12-10,13.8,3018,3,2,2,230.0,151.96764988779805,1964,Hobsons Bay,-37.8646,144.827,Western Metropolitan,5301
Altona,4/31 Railway Street North,2,u,391000.0,SP,Greg,2017-02-11,13.8,3018,2,1,1,65.0,65.0,1965,Hobsons Bay,-37.8678,144.8384,Western Metropolitan,5301
Altona,110 Pier Street,2,u,440000.0,SP,hockingstuart,2017-02-11,13.8,3018,2,1,1,151.96764988779805,151.96764988779805,1964,Hobsons Bay,-37.8659,144.83100000000005,Western Metropolitan,5301
Altona,24 Wren Street,4,h,845000.0,S,hockingstuart,2017-02-11,13.8,3018,4,1,2,745.0,130.0,1950,Hobsons Bay,-37.8658,144.8155,Western Metropolitan,5301
Altona,1/152 Blyth Street,3,t,743000.0,SP,Gunn&Co,2016-11-12,13.8,3018,3,2,2,211.0,176.0,1964,Hobsons Bay,-37.8698,144.816,Western Metropolitan,5301
Altona,4/57 Blyth Street,3,u,730000.0,SP,Barlow,2016-08-13,13.8,3018,3,2,1,69.0,141.0,2014,Hobsons Bay,-37.868,144.8286,Western Metropolitan,5301
Altona,164 Maidstone Street,3,h,635000.0,S,Sweeney,2016-05-14,13.8,3018,3,1,4,625.0,151.96764988779805,1960,Hobsons Bay,-37.8611,144.8114,Western Metropolitan,5301
Altona,3/25 Rayner Street,2,u,620000.0,SP,hockingstuart,2016-05-14,13.8,3018,2,1,1,168.0,151.96764988779805,1964,Hobsons Bay,-37.8676,144.8202,Western Metropolitan,5301
Altona,3/46 Sargood Street,2,u,447000.0,S,Burnham,2016-10-15,13.8,3018,2,1,1,137.0,77.0,1990,Hobsons Bay,-37.8655,144.8299,Western Metropolitan,5301
Altona,1/57 Blyth Street,3,u,730000.0,SP,Barlow,2016-04-16,13.8,3018,3,2,1,70.0,151.96764988779805,1964,Hobsons Bay,-37.868,144.8287,Western Metropolitan,5301
Altona,22 Fenfield Street,3,h,678000.0,S,hockingstuart,2016-04-16,13.8,3018,3,1,2,606.0,87.0,1950,Hobsons Bay,-37.8608,144.8124,Western Metropolitan,5301
Altona,5/8 McBain Street,2,u,580000.0,PI,Biggin,2016-07-16,13.8,3018,2,2,1,175.0,76.0,2013,Hobsons Bay,-37.8687,144.8268,Western Metropolitan,5301
Altona,1/28 Seves Street,3,h,712000.0,S,hockingstuart,2016-09-17,13.8,3018,3,1,2,363.0,151.96764988779805,1964,Hobsons Bay,-37.8674,144.8375,Western Metropolitan,5301
Altona,27 McIntyre Drive,3,h,840000.0,SP,Greg,2017-03-18,13.8,3018,3,2,2,534.0,136.0,1965,Hobsons Bay,-37.86,144.8245,Western Metropolitan,5301
Altona,4 Boyd Street,3,h,980000.0,S,Barlow,2016-11-19,13.8,3018,3,1,2,724.0,151.96764988779805,1964,Hobsons Bay,-37.8672,144.817,Western Metropolitan,5301
Altona,12 Spear Court,3,t,605100.0,S,hockingstuart,2016-05-22,13.8,3018,3,2,0,265.0,151.96764988779805,1964,Hobsons Bay,-37.8583,144.8172,Western Metropolitan,5301
Altona,185 Queen Street,3,h,880000.0,PI,Barlow,2016-08-22,13.8,3018,3,3,1,577.0,151.96764988779805,1964,Hobsons Bay,-37.8699,144.8235,Western Metropolitan,5301
Altona,3/20 Mulga Street,3,u,577000.0,S,Williams,2016-04-23,13.8,3018,3,2,1,205.0,113.0,2007,Hobsons Bay,-37.8684,144.815,Western Metropolitan,5301
Altona,51 Millers Road,4,h,1030000.0,S,Barlow,2017-02-25,13.8,3018,4,1,0,797.0,151.96764988779805,1964,Hobsons Bay,-37.8663,144.8387,Western Metropolitan,5301
Altona,2/119 Railway Street North,3,u,605000.0,S,Barlow,2017-02-25,13.8,3018,3,1,2,181.0,151.96764988779805,1964,Hobsons Bay,-37.8659,144.822,Western Metropolitan,5301
Altona,24 McIntyre Drive,3,h,753000.0,S,Barlow,2016-06-27,13.8,3018,3,2,2,529.0,151.96764988779805,1964,Hobsons Bay,-37.8612,144.8247,Western Metropolitan,5301
Altona,104 Maidstone Street,2,h,857000.0,SP,hockingstuart,2016-11-27,13.8,3018,2,2,1,675.0,100.0,1950,Hobsons Bay,-37.8653,144.8129,Western Metropolitan,5301
Altona,49 Bent Street,3,h,1500000.0,S,Barlow,2016-05-28,13.8,3018,3,1,1,929.0,151.96764988779805,1964,Hobsons Bay,-37.8651,144.832,Western Metropolitan,5301
Altona,5/57 Blyth Street,3,u,730000.0,SP,Barlow,2016-05-28,13.8,3018,3,2,1,70.0,3.0,2014,Hobsons Bay,-37.868,144.8285,Western Metropolitan,5301
Altona,15 Kookaburra Street,3,h,900000.0,S,Sweeney,2016-05-28,13.8,3018,3,1,4,697.0,151.96764988779805,1964,Hobsons Bay,-37.871,144.8075,Western Metropolitan,5301
Altona,219 Civic Parade,3,h,740000.0,S,Greg,2016-08-28,13.8,3018,3,1,2,604.0,151.96764988779805,1964,Hobsons Bay,-37.8631,144.8195,Western Metropolitan,5301
Altona,3 Curtin Court,4,h,931000.0,S,Sweeney,2016-08-28,13.8,3018,4,2,3,532.0,151.96764988779805,1970,Hobsons Bay,-37.8637,144.8365,Western Metropolitan,5301
Altona,2/60 David Street,2,h,535600.0,SP,Compton,2016-07-30,13.8,3018,2,1,1,154.0,91.0,1996,Hobsons Bay,-37.8646,144.8272,Western Metropolitan,5301
Altona North,45 Hearn Street,5,h,1085000.0,S,FN,2016-09-03,11.1,3025,5,3,6,592.0,251.0,1965,Hobsons Bay,-37.8388,144.8567,Western Metropolitan,5132
Altona North,4 Knapp Street,3,h,781000.0,S,Jas,2016-09-03,11.1,3025,3,1,2,533.0,117.0,1970,Hobsons Bay,-37.8291,144.835,Western Metropolitan,5132
Altona North,21 Hatherley Grove,3,h,750000.0,SP,Jas,2017-03-04,11.1,3025,3,1,3,554.0,151.96764988779805,1964,Hobsons Bay,-37.8449,144.85,Western Metropolitan,5132
Altona North,3/66 Third Avenue,2,t,421000.0,S,hockingstuart,2017-03-04,11.1,3025,2,1,1,77.0,77.0,2009,Hobsons Bay,-37.8351,144.8529,Western Metropolitan,5132
Altona North,153 May Street,3,h,1405000.0,S,Sweeney,2017-03-04,11.1,3025,3,1,3,655.0,151.96764988779805,1964,Hobsons Bay,-37.8338,144.8562,Western Metropolitan,5132
Altona North,33 Carthy Street,3,h,683000.0,S,FN,2016-06-04,11.1,3025,3,1,2,534.0,167.0,1967,Hobsons Bay,-37.8284,144.8355,Western Metropolitan,5132
Altona North,16 Harris Street,3,h,623000.0,S,Sweeney,2016-06-04,11.1,3025,3,1,3,540.0,151.96764988779805,1964,Hobsons Bay,-37.8267,144.8368,Western Metropolitan,5132
Altona North,1/5 Little Street,3,h,720000.0,VB,Greg,2016-08-06,11.1,3025,3,2,1,130.0,130.0,2012,Hobsons Bay,-37.8379,144.8583,Western Metropolitan,5132
Altona North,1/95 Mills Street,3,h,588000.0,S,Williams,2016-05-07,11.1,3025,3,1,1,328.0,118.0,1970,Hobsons Bay,-37.838,144.8555,Western Metropolitan,5132
Altona North,5 Binns Street,3,h,710000.0,PI,Village,2016-11-07,11.1,3025,3,1,3,540.0,116.0,1960,Hobsons Bay,-37.8294,144.8378,Western Metropolitan,5132
Altona North,25 Allan Street,4,h,875000.0,SP,Jas,2016-10-08,11.1,3025,3,1,4,559.0,169.0,1965,Hobsons Bay,-37.8448,144.8529,Western Metropolitan,5132
Altona North,21 Hatherley Grove,3,h,700000.0,VB,Jas,2016-12-10,11.1,3025,3,1,3,554.0,151.96764988779805,1964,Hobsons Bay,-37.8449,144.85,Western Metropolitan,5132
Altona North,1/256 Mason Street,2,t,640000.0,S,Williams,2017-03-11,11.1,3025,2,1,1,252.0,151.96764988779805,1965,Hobsons Bay,-37.8397,144.8602,Western Metropolitan,5132
Altona North,21 Allan Street,4,h,650000.0,SP,Williams,2016-06-12,11.1,3025,4,1,4,558.0,151.96764988779805,1964,Hobsons Bay,-37.8451,144.8529,Western Metropolitan,5132
Altona North,2/36 May Street,3,h,675000.0,S,hockingstuart,2016-05-14,11.1,3025,3,2,2,171.0,109.0,2012,Hobsons Bay,-37.8337,144.8554,Western Metropolitan,5132
Altona North,11 Beevers Street,3,h,708000.0,S,Greg,2016-10-15,11.1,3025,3,1,2,585.0,97.0,1960,Hobsons Bay,-37.8258,144.8523,Western Metropolitan,5132
Altona North,10 Murphy Street,4,h,965000.0,SP,Gunn&Co,2016-10-15,11.1,3025,4,1,4,851.0,151.96764988779805,1964,Hobsons Bay,-37.8345,144.8444,Western Metropolitan,5132
Altona North,16 Beevers Street,3,h,680000.0,S,Sweeney,2016-11-19,11.1,3025,3,1,3,551.0,151.96764988779805,1964,Hobsons Bay,-37.8254,144.8514,Western Metropolitan,5132
Altona North,21 Neal Court,3,h,770000.0,SP,hockingstuart,2016-11-19,11.1,3025,3,1,3,602.0,603.0,1964,Hobsons Bay,-37.8327,144.8451,Western Metropolitan,5132
Altona North,31 Duosa Road,3,h,923000.0,S,Greg,2016-05-22,11.1,3025,3,1,2,740.0,151.96764988779805,1964,Hobsons Bay,-37.8269,144.8455,Western Metropolitan,5132
Altona North,252 Millers Road,4,h,693000.0,SP,Raine&Horne,2016-05-22,11.1,3025,4,2,4,315.0,170.0,2008,Hobsons Bay,-37.8391,144.8467,Western Metropolitan,5132
Altona North,1/156 Chambers Road,3,h,620000.0,SP,Hunter,2016-08-22,11.1,3025,5,2,2,276.0,100.0,2010,Hobsons Bay,-37.8262,144.8443,Western Metropolitan,5132
Altona North,2 Gadsden Street,3,h,728500.0,S,Jas,2016-08-22,11.1,3025,3,1,1,531.0,157.0,1960,Hobsons Bay,-37.8277,144.8385,Western Metropolitan,5132
Altona North,24 Hansen Street,3,h,931000.0,S,hockingstuart,2016-08-22,11.1,3025,3,2,1,590.0,160.0,1950,Hobsons Bay,-37.8382,144.8649,Western Metropolitan,5132
Altona North,4 Prismall Street,3,h,988000.0,S,Sweeney,2016-08-22,11.1,3025,3,1,4,715.0,151.96764988779805,2008,Hobsons Bay,-37.8423,144.8632,Western Metropolitan,5132
Altona North,122 McIntosh Road,3,h,590000.0,S,Village,2016-04-23,11.1,3025,3,1,2,561.0,151.96764988779805,1964,Hobsons Bay,-37.8444,144.8491,Western Metropolitan,5132
Altona North,35 May Street,2,h,610000.0,S,RT,2016-09-24,11.1,3025,2,1,2,691.0,151.96764988779805,1964,Hobsons Bay,-37.834,144.8553,Western Metropolitan,5132
Altona North,6 Hill Street,3,h,815000.0,S,hockingstuart,2017-02-25,11.1,3025,3,2,3,555.0,130.0,1960,Hobsons Bay,-37.8318,144.8388,Western Metropolitan,5132
Altona North,84 May Street,4,h,970000.0,S,Greg,2017-02-25,11.1,3025,4,1,2,708.0,151.96764988779805,1964,Hobsons Bay,-37.833,144.8494,Western Metropolitan,5132
Altona North,155 Chambers Road,4,h,760000.0,S,Hunter,2016-06-27,11.1,3025,4,1,3,668.0,151.96764988779805,1964,Hobsons Bay,-37.8262,144.8439,Western Metropolitan,5132
Altona North,5 Cresser Street,4,h,1200000.0,SP,RT,2016-11-27,11.1,3025,4,1,4,633.0,158.0,1960,Hobsons Bay,-37.8375,144.8541,Western Metropolitan,5132
Altona North,107 McIntosh Road,3,h,700000.0,SP,Hunter,2016-11-27,11.1,3025,3,1,1,557.0,151.96764988779805,1964,Hobsons Bay,-37.8441,144.8505,Western Metropolitan,5132
Altona North,10 Knapp Street,3,h,625000.0,PI,Hunter,2016-05-28,11.1,3025,3,1,1,536.0,151.96764988779805,1964,Hobsons Bay,-37.8285,144.8351,Western Metropolitan,5132
Altona North,225 Blackshaws Road,2,u,292000.0,S,Jas,2016-08-28,11.1,3025,2,1,1,153.0,70.0,1970,Hobsons Bay,-37.8332,144.8649,Western Metropolitan,5132
Armadale,8/19 Mercer Road,2,u,599000.0,S,Jellis,2016-09-03,6.3,3143,2,1,1,76.0,76.0,1964,Stonnington,-37.8543,145.0262,Southern Metropolitan,4836
Armadale,1/42 Adelaide Street,2,u,550000.0,VB,Noel,2016-12-03,6.3,3143,2,1,0,861.0,151.96764988779805,1964,Stonnington,-37.8539,145.0284,Southern Metropolitan,4836
Armadale,14/71 Denbigh Road,3,u,995000.0,S,Marshall,2016-12-03,6.3,3143,3,2,2,100.0,100.0,1998,Stonnington,-37.8552,145.016,Southern Metropolitan,4836
Armadale,4/769 Fulton Street,3,t,1205000.0,S,Jellis,2016-12-03,6.3,3143,3,2,2,101.0,105.0,2000,Stonnington,-37.854,145.0135,Southern Metropolitan,4836
Armadale,24 Llaneast Street,3,h,1939000.0,S,Jellis,2016-12-03,6.3,3143,3,2,2,296.0,150.0,1889,Stonnington,-37.8614,145.0274,Southern Metropolitan,4836
Armadale,9/55 Northcote Road,1,u,421500.0,S,Biggin,2016-12-03,6.3,3143,1,1,0,151.96764988779805,151.96764988779805,1964,Stonnington,-37.853,145.0167,Southern Metropolitan,4836
Armadale,28 Cambridge Street,3,h,1870000.0,S,Hodges,2017-03-04,6.3,3143,3,1,1,217.0,116.0,1888,Stonnington,-37.8592,145.0182,Southern Metropolitan,4836
Armadale,3/16 Fulton Street,2,u,678000.0,S,hockingstuart,2017-03-04,6.3,3143,2,1,2,151.96764988779805,151.96764988779805,1964,Stonnington,-37.8538,145.0127,Southern Metropolitan,4836
Armadale,3/20 Mercer Road,3,t,1918000.0,SP,Jellis,2017-03-04,6.3,3143,3,2,2,165.0,165.0,1995,Stonnington,-37.8537,145.0267,Southern Metropolitan,4836
Armadale,1/77 Wattletree Road,2,u,660000.0,SP,hockingstuart,2017-03-04,6.3,3143,2,1,1,151.96764988779805,151.96764988779805,1964,Stonnington,-37.8619,145.0257,Southern Metropolitan,4836
Armadale,12 Stanhope Street,3,h,2050000.0,S,Marshall,2017-03-04,6.3,3143,3,2,1,205.0,116.0,1910,Stonnington,-37.8574,145.0281,Southern Metropolitan,4836
Armadale,8/71 Denbigh Road,2,u,700000.0,VB,Jellis,2016-06-04,6.3,3143,2,1,2,151.96764988779805,151.96764988779805,1964,Stonnington,-37.8552,145.016,Southern Metropolitan,4836
Armadale,11/17 Myamyn Street,2,u,3625000.0,S,Jellis,2016-06-04,6.3,3143,3,2,2,151.96764988779805,151.96764988779805,2006,Stonnington,-37.8555,145.0291,Southern Metropolitan,4836
Armadale,520-526 Orrong Road,4,h,3000000.0,VB,Jellis,2016-06-04,6.3,3143,4,2,2,1581.0,151.96764988779805,1934,Stonnington,-37.858,145.0111,Southern Metropolitan,4836
Armadale,553 Dandenong Road,5,h,1525000.0,PI,Jellis,2016-05-07,6.3,3143,8,2,2,693.0,151.96764988779805,1964,Stonnington,-37.8638,145.0229,Southern Metropolitan,4836
Armadale,9/19 Mercer Road,3,u,735000.0,PI,Marshall,2016-05-07,6.3,3143,3,2,1,2113.0,14.0,1970,Stonnington,-37.8543,145.0262,Southern Metropolitan,4836
Armadale,6/26 Mercer Road,2,u,825000.0,S,Jellis,2016-05-07,6.3,3143,2,1,1,151.96764988779805,151.96764988779805,1964,Stonnington,-37.8528,145.0268,Southern Metropolitan,4836
Armadale,540 Orrong Road,3,t,1586000.0,S,RT,2016-05-07,6.3,3143,2,2,2,246.0,151.96764988779805,1964,Stonnington,-37.8566,145.0116,Southern Metropolitan,4836
Armadale,35 Kooyong Road,2,u,645000.0,S,Marshall,2016-10-08,6.3,3143,3,1,1,151.96764988779805,151.96764988779805,1960,Stonnington,-37.8596,145.0198,Southern Metropolitan,4836
Armadale,42 Clarendon Street,1,h,1435000.0,SP,Jellis,2016-10-08,6.3,3143,2,2,1,144.0,107.0,1900,Stonnington,-37.8564,145.0228,Southern Metropolitan,4836
Armadale,15/405 Dandenong Road,1,u,280000.0,PI,hockingstuart,2016-09-10,6.3,3143,1,1,1,38.0,38.0,1975,Stonnington,-37.8619,145.0185,Southern Metropolitan,4836
Armadale,1/2 Armadale Street,1,u,400000.0,PI,hockingstuart,2016-12-10,6.3,3143,1,1,1,151.96764988779805,151.96764988779805,1964,Stonnington,-37.8605,145.0185,Southern Metropolitan,4836
Armadale,4/20 Mercer Road,2,h,1780000.0,S,Marshall,2016-12-10,6.3,3143,2,2,2,151.96764988779805,151.96764988779805,1964,Stonnington,-37.8537,145.0267,Southern Metropolitan,4836
Armadale,8/58 Sutherland Road,2,u,592500.0,S,hockingstuart,2016-12-10,6.3,3143,2,1,1,73.0,73.0,1970,Stonnington,-37.8574,145.0174,Southern Metropolitan,4836
Armadale,40 New Street,2,h,1210000.0,S,Marshall,2016-11-12,6.3,3143,2,1,0,249.0,96.0,1910,Stonnington,-37.8543,145.016,Southern Metropolitan,4836
Armadale,35 Northcote Road,4,h,2801000.0,S,Marshall,2016-11-12,6.3,3143,4,2,2,624.0,222.0,1900,Stonnington,-37.8536,145.0173,Southern Metropolitan,4836
Armadale,7/53 The Terrace,1,u,390000.0,S,Jellis,2016-05-14,6.3,3143,1,1,0,881.0,151.96764988779805,1964,Stonnington,-37.8614,145.0222,Southern Metropolitan,4836
Armadale,795 High Street,3,h,1800000.0,PI,RT,2016-10-15,6.3,3143,3,2,2,405.0,121.0,1910,Stonnington,-37.8545,145.0145,Southern Metropolitan,4836
Armadale,24 Llaneast Street,4,h,2200000.0,PI,Jellis,2016-10-15,6.3,3143,4,1,2,495.0,163.0,1900,Stonnington,-37.8613,145.0264,Southern Metropolitan,4836
Armadale,8/569 Harvey Street,1,u,324000.0,S,Jellis,2016-04-16,6.3,3143,1,1,1,151.96764988779805,151.96764988779805,1964,Stonnington,-37.8537,145.0114,Southern Metropolitan,4836
Armadale,367 Dandenong Road,6,h,5525000.0,S,Marshall,2016-09-17,6.3,3143,5,3,4,1491.0,516.0,1935,Stonnington,-37.8602,145.013,Southern Metropolitan,4836
Armadale,42 Rose Street,3,h,2250000.0,S,Marshall,2016-09-17,6.3,3143,3,3,1,301.0,151.96764988779805,1964,Stonnington,-37.8511,145.0167,Southern Metropolitan,4836
Armadale,12 Auburn Grove,3,h,2360000.0,S,hockingstuart,2017-03-18,6.3,3143,3,2,0,336.0,151.96764988779805,1964,Stonnington,-37.8558,145.015,Southern Metropolitan,4836
Armadale,19 Hume Street,2,h,1900000.0,VB,Jellis,2017-03-18,6.3,3143,2,2,0,207.0,151.96764988779805,1964,Stonnington,-37.8571,145.0224,Southern Metropolitan,4836
Armadale,579 Orrong Road,1,u,440000.0,SP,Jellis,2017-03-18,6.3,3143,1,1,1,53.0,53.0,1970,Stonnington,-37.8531,145.0115,Southern Metropolitan,4836
Armadale,7/579 Dandenong Road,2,u,490000.0,PI,Ray,2016-06-18,6.3,3143,2,1,1,151.96764988779805,151.96764988779805,1966,Stonnington,-37.8646,145.0247,Southern Metropolitan,4836
Armadale,19 Glassford Street,3,h,2365000.0,S,Marshall,2016-06-18,6.3,3143,3,2,1,316.0,151.96764988779805,1964,Stonnington,-37.8521,145.019,Southern Metropolitan,4836
Armadale,14 New Street,3,h,1300000.0,VB,Jellis,2016-06-18,6.3,3143,2,1,2,212.0,106.0,1900,Stonnington,-37.8542,145.0149,Southern Metropolitan,4836
Armadale,502 Orrong Road,3,u,732000.0,S,Gary,2016-06-18,6.3,3143,3,2,2,151.96764988779805,151.96764988779805,1964,Stonnington,-37.8597,145.0104,Southern Metropolitan,4836
Armadale,61 Armadale Street,2,u,704000.0,SP,Greg,2016-11-19,6.3,3143,2,1,1,74.0,74.0,1969,Stonnington,-37.8573,145.0186,Southern Metropolitan,4836
Armadale,35 Kooyong Road,2,u,620000.0,VB,Marshall,2016-11-19,6.3,3143,3,1,1,98.0,98.0,1970,Stonnington,-37.8596,145.0198,Southern Metropolitan,4836
Armadale,63 Denbigh Road,3,h,1900000.0,S,Marshall,2016-05-22,6.3,3143,3,1,2,328.0,108.0,1900,Stonnington,-37.8559,145.0158,Southern Metropolitan,4836
Armadale,13/56 Sutherland Road,1,u,315000.0,SP,Fletchers,2016-08-22,6.3,3143,1,1,1,151.96764988779805,151.96764988779805,1964,Stonnington,-37.8575,145.0174,Southern Metropolitan,4836
Armadale,7/22 Derby Street,1,u,450000.0,PI,hockingstuart,2016-09-24,6.3,3143,1,1,1,151.96764988779805,151.96764988779805,1964,Stonnington,-37.8509,145.0203,Southern Metropolitan,4836
Armadale,61 Armadale Street,2,u,710000.0,S,Jellis,2017-02-25,6.3,3143,2,1,1,2471.0,80.0,1970,Stonnington,-37.8573,145.0186,Southern Metropolitan,4836
Armadale,373-375 Dandenong Road,2,u,872000.0,S,Jellis,2017-02-25,6.3,3143,2,1,1,1194.0,151.96764988779805,1953,Stonnington,-37.8604,145.0147,Southern Metropolitan,4836
Armadale,26 Denbigh Road,2,u,598000.0,S,hockingstuart,2017-02-25,6.3,3143,2,1,1,88.0,88.0,1970,Stonnington,-37.8593,145.0156,Southern Metropolitan,4836
Armadale,75 Sutherland Road,3,h,1285000.0,S,Marshall,2017-02-25,6.3,3143,3,1,2,186.0,80.0,1920,Stonnington,-37.8554,145.0173,Southern Metropolitan,4836
Armadale,73 Union Street,4,h,3660000.0,S,Jellis,2017-02-25,6.3,3143,4,3,2,421.0,151.96764988779805,1964,Stonnington,-37.8593,145.0275,Southern Metropolitan,4836
Armadale,1/403 Dandenong Road,2,u,520000.0,S,hockingstuart,2016-06-27,6.3,3143,1,1,1,76.0,76.0,1970,Stonnington,-37.8618,145.0183,Southern Metropolitan,4836
Armadale,44 Denbigh Road,4,h,3625000.0,S,Jellis,2016-11-27,6.3,3143,4,1,2,709.0,251.0,1900,Stonnington,-37.8574,145.016,Southern Metropolitan,4836
Armadale,40 Hampden Road,4,h,4200000.0,VB,Kay,2016-11-27,6.3,3143,4,3,3,563.0,333.0,2000,Stonnington,-37.8582,145.0138,Southern Metropolitan,4836
Armadale,765 High Street,3,t,1101000.0,S,Jellis,2016-11-27,6.3,3143,3,1,2,103.0,3.0,2000,Stonnington,-37.8542,145.0135,Southern Metropolitan,4836
Armadale,4 Mercer Road,3,h,3512500.0,S,Marshall,2016-11-27,6.3,3143,3,2,2,617.0,285.0,1998,Stonnington,-37.8557,145.0264,Southern Metropolitan,4836
Armadale,17 Wattletree Road,4,h,2000000.0,PI,Marshall,2016-05-28,6.3,3143,4,3,4,544.0,151.96764988779805,1964,Stonnington,-37.8611,145.0195,Southern Metropolitan,4836
Armadale,38 Huntingtower Road,3,u,869000.0,S,Jellis,2016-05-28,6.3,3143,2,1,1,91.0,91.0,1940,Stonnington,-37.853,145.0264,Southern Metropolitan,4836
Armadale,24 Llaneast Street,5,h,2810000.0,S,Marshall,2016-08-28,6.3,3143,5,2,2,617.0,151.96764988779805,1964,Stonnington,-37.8611,145.0271,Southern Metropolitan,4836
Armadale,537 Orrong Road,2,u,565000.0,S,Ray,2016-08-28,6.3,3143,3,1,1,151.96764988779805,151.96764988779805,1964,Stonnington,-37.8573,145.0112,Southern Metropolitan,4836
Armadale,5/555 Florence Street,1,u,567000.0,S,hockingstuart,2016-08-28,6.3,3143,1,1,1,53.0,53.0,2013,Stonnington,-37.8549,145.0113,Southern Metropolitan,4836
Armadale,3/50 Avondale Road,2,u,546000.0,SP,hockingstuart,2016-07-30,6.3,3143,2,0,0,151.96764988779805,151.96764988779805,1964,Stonnington,-37.8568,145.0161,Southern Metropolitan,4836
Armadale,854 Malvern Road,2,u,471500.0,S,Ray,2016-07-30,6.3,3143,2,1,1,151.96764988779805,151.96764988779805,1980,Stonnington,-37.8503,145.0185,Southern Metropolitan,4836
Ascot Vale,2/43 Roxburgh Street,2,u,455000.0,S,Nelson,2016-09-03,5.9,3032,3,1,2,151.96764988779805,151.96764988779805,1964,Moonee Valley,-37.7756,144.9165,Western Metropolitan,6567
Ascot Vale,30 Rothwell Street,3,h,940000.0,S,Nelson,2016-12-03,5.9,3032,3,1,2,298.0,108.0,1920,Moonee Valley,-37.7777,144.9195,Western Metropolitan,6567
Ascot Vale,9/5 Rothwell Street,2,u,467000.0,SP,Brad,2016-12-03,5.9,3032,2,1,1,62.0,62.0,1980,Moonee Valley,-37.7761,144.9201,Western Metropolitan,6567
Ascot Vale,7 Francis Street,3,h,1380000.0,SP,Nelson,2017-03-04,5.9,3032,3,2,2,277.0,174.0,1910,Moonee Valley,-37.7777,144.9221,Western Metropolitan,6567
Ascot Vale,2/21 Harold Street,2,u,490000.0,VB,Jellis,2017-03-04,5.9,3032,2,1,1,423.0,62.0,1970,Moonee Valley,-37.7736,144.9015,Western Metropolitan,6567
Ascot Vale,44 The Parade,4,h,1850000.0,S,Brad,2017-03-04,5.9,3032,4,3,1,478.0,270.0,1900,Moonee Valley,-37.7729,144.9179,Western Metropolitan,6567
Ascot Vale,89 Walter Street,3,h,1284000.0,S,Woodards,2017-03-04,5.9,3032,3,1,2,623.0,151.96764988779805,1938,Moonee Valley,-37.7758,144.9089,Western Metropolitan,6567
